Col_0,Col_1,Col_2,Col_3,Col_4,Buggy
0.0033427556966002634,0.005269015005975083,0.003806333578369218,0.02708046354011582,0.005275511207754833,False
0.34752339413823163,0.20097217196033976,0.9821522856107903,-0.28983345970398616,0.012064868284601777,False
0.0033427556966002634,0.005269015005975083,0.003806333578369218,0.02708046354011582,0.005275511207754833,False
0.04664026223476141,0.22318453306744374,-0.011456590386705047,0.038990416833569595,0.047870180825697814,True
0.03174356235891929,0.09789719833787149,0.029526912511450305,0.055131267231700434,-0.05127805355495576,True
0.027158693463257163,0.09425219394467454,0.0335189904888899,0.05632075533598926,-0.04953439316028584,True
0.0033427556966002634,0.005269015005975083,0.003806333578369218,0.02708046354011582,0.005275511207754833,False
0.054674477759270014,0.2865856189128059,-0.03155782824108551,0.028938971986064484,0.09339424850113322,True
0.0033427556966002634,0.005269015005975083,0.003806333578369218,0.02708046354011582,0.005275511207754833,False
0.3559136959074683,0.09048971474221543,0.9858266930119037,-0.29421184004048706,-0.044689573195428434,False
0.3180917088666958,0.119216521533087,0.388167925960719,-0.09040055840784209,0.3780377357151811,False
0.3562570822805392,0.09004575720780625,0.3848471097173803,-0.08511373882589818,0.3418251757248276,True
0.3489338329557109,0.18478832410468538,0.9888181198316205,-0.28886352668881704,-0.003932685434107311,False
0.0033427556966002634,0.005269015005975083,0.003806333578369218,0.02708046354011582,0.005275511207754833,False
0.35683180339906057,0.09006175165096983,0.9868233413410474,-0.2947041329717593,-0.042824152559550716,False
0.3481236093827102,0.30264461356432887,0.35487739295916215,-0.09785765067805897,0.47486092814658787,True
0.34591182878393084,0.16455559848265536,0.39670192678257354,-0.07792475009730904,0.3696355795756578,False
0.30680967118481894,0.10787183341380735,0.42534505797617633,-0.06904299280238604,0.3496198548191058,False
0.0033427556966002634,0.005269015005975083,0.003806333578369218,0.02708046354011582,0.005275511207754833,False
0.3024772583751193,0.10495407660360498,0.4278351507129893,-0.06516019915758939,0.35239098604183144,True
0.3545831479962795,0.22610197850987057,0.3774989840357107,-0.08516799104680516,0.42420364847930625,True
0.30316901173029936,0.10513262666460092,0.4287458319660062,-0.06886132823074324,0.352545699941573,False
0.029481120147467767,0.0966194109366067,0.6316017421132786,-0.1537901336347653,-0.4371815486999164,False
0.0033427556966002634,0.005269015005975083,0.003806333578369218,0.02708046354011582,0.005275511207754833,False
0.343072220637166,0.16368339551473557,0.9743675503126444,-0.30841880984287456,0.022411846395085165,False
0.3067001279455635,0.08978634868904597,0.405778320135468,-0.0894484978791224,0.364032204865993,False
0.3081665809830475,0.0896059267793597,0.4057317293838586,-0.08799640326048248,0.3643238167849516,False
0.341297606773332,0.16989104196917418,1.002372345583554,-0.2873683627698198,0.0024460713785558605,False
0.3622374399355132,0.11004999606499015,1.0133024606745353,-0.27760639067440773,-0.04911034251083786,False
0.3520853683003071,0.23908196838808263,0.979813719763314,-0.30219741619507434,0.03483783272951577,False
0.3273740370137512,0.10333322843946137,0.42574803476065637,-0.06822800556992274,0.3491835454476909,False
0.32773868368955483,0.14318070798744928,0.41468363448901924,-0.07819100490450573,0.36452201288209135,True
0.33503768202017303,0.10180934029028474,0.42514403529037137,-0.06772731597527235,0.34824811418415863,False
0.33545882040937836,0.10214042003696343,1.0268559912757953,-0.26252287464392776,-0.032886986604304815,False
0.3466743133932019,0.2525147203369562,0.3800881865613519,-0.09656933058956992,0.4353982767988517,True
0.34603296553344853,0.3029215417660567,0.36725196390237574,-0.10249480518377971,0.4881649868446555,True
0.0033427556966002634,0.005269015005975083,0.003806333578369218,0.02708046354011582,0.005275511207754833,False
0.36802181492274605,0.3066674564766041,0.36097730168777525,-0.10680240996680843,0.46724643298611834,False
0.3426049953571821,0.12759106446107318,0.42198528664241325,-0.07700835744310883,0.3575964025332217,True
